FishCode,FishDesc,Consigned,Sold,LowPrice,AvgPrice,HighPrice,MonthNum,YearNum,FishGroup
HDDL,HADDOCK | LARGE,5918.0,5918,2.05,2.68,3.5,3,2008,Haddock
PADM,POLLOCK MEDIUM,44806.0,44806,0.46,1.01,1.7,3,2008,Pollock
FADM,HALIBUT | 50 - 85 LBS,62.0,62,8.0,8.0,8.0,3,2008,Halibut
FYWS,YELLOWTAILS | SMALL,4.0,4,1.5,1.96,2.11,3,2008,Yellowtail
POWX,REDFISH,11764.0,11764,0.61,0.76,2.12,3,2008,Redfish
CADS,COD | SCROD,1666.0,1666,1.61,1.84,2.21,3,2008,Cod
FADS,HALIBUT | 10 - 50 LBS,130.0,130,7.3,8.23,10.05,3,2008,Halibut
HWSJ,SOW HAKE,3507.0,3507,1.53,2.82,4.55,3,2008,Hake
CADL,COD | LARGE,8595.0,7820,0.0,3.57,6.25,4,2008,Cod
HDDS,HADDOCK | SCROD,77271.0,74238,0.0,1.22,2.76,4,2008,Haddock
FADS,HALIBUT | 10 - 50 LBS,327.0,327,6.0,6.99,7.45,4,2008,Halibut
HWSL,HAKE | LARGE,3669.0,3428,0.0,2.85,3.3,4,2008,Hake
HWSM,HAKE | MEDIUM,695.0,656,0.0,2.35,2.7,4,2008,Hake
PADL,POLLOCK | LARGE,41839.0,40774,0.0,1.4,2.22,4,2008,Pollock
PADS,POLLOCK | SMALL,15515.0,15230,0.0,1.01,1.61,4,2008,Pollock
POWX,REDFISH,9864.0,9651,0.0,0.77,1.5,4,2008,Redfish
FYWS,YELLOWTAILS | SMALL,19.0,14,0.0,1.26,1.45,4,2008,Yellowtail
PADM,POLLOCK MEDIUM,40927.0,39901,0.0,1.22,1.91,4,2008,Pollock
CADS,COD | SCROD,3379.0,3355,0.0,1.69,3.0,4,2008,Cod
HDDL,HADDOCK | LARGE,7205.0,5883,0.0,2.98,4.2,4,2008,Haddock
HWSJ,SOW HAKE,2258.0,1949,0.0,3.6,5.05,4,2008,Hake
CADM,COD | MARKET,57930.0,53588,0.0,2.08,4.76,4,2008,Cod
FYWL,YELLOWTAILS | LARGE,18.0,15,0.0,1.91,2.05,4,2008,Yellowtail
HWSS,HAKE | SMALL,453.0,427,0.0,1.34,1.81,4,2008,Hake
HWSM,HAKE | MEDIUM,1946.0,1670,0.0,2.15,2.35,5,2008,Hake
POWX,REDFISH,5782.0,5288,0.0,0.59,0.87,5,2008,Redfish
FADS,HALIBUT | 10 - 50 LBS,66.0,66,6.0,6.48,7.3,5,2008,Halibut
PADL,POLLOCK | LARGE,27145.0,21029,0.0,1.3,1.68,5,2008,Pollock
HWSL,HAKE | LARGE,4008.0,3485,0.0,2.85,3.5,5,2008,Hake
CADS,COD | SCROD,962.0,962,1.25,2.62,3.68,5,2008,Cod
FYWS,YELLOWTAILS | SMALL,1420.0,1420,0.97,1.4,2.01,5,2008,Yellowtail
HDDS,HADDOCK | SCROD,158970.0,129934,0.0,1.78,2.23,5,2008,Haddock
HWSJ,SOW HAKE,3189.0,2702,0.0,3.76,5.3,5,2008,Hake
CADL,COD | LARGE,3720.0,3557,0.0,3.56,6.05,5,2008,Cod
CADM,COD | MARKET,18257.0,17953,0.0,2.6,4.17,5,2008,Cod
FYWL,YELLOWTAILS | LARGE,9859.0,9859,1.0,1.74,2.23,5,2008,Yellowtail
PADM,POLLOCK MEDIUM,31353.0,26803,0.0,0.85,1.8,5,2008,Pollock
PADS,POLLOCK | SMALL,15989.0,11277,0.0,0.66,1.45,5,2008,Pollock
HDDL,HADDOCK | LARGE,9331.0,8633,0.0,3.36,3.85,5,2008,Haddock
HWSS,HAKE | SMALL,525.0,423,0.0,1.59,2.09,5,2008,Hake
FADS,HALIBUT | 10 - 50 LBS,163.0,113,0.0,5.16,5.5,6,2008,Halibut
POWX,REDFISH,33777.0,27415,0.0,0.59,1.32,6,2008,Redfish
CADS,COD | SCROD,2559.0,2544,0.55,0.95,2.11,6,2008,Cod
FYWS,YELLOWTAILS | SMALL,1610.0,1543,0.0,0.46,1.0,6,2008,Yellowtail
HWSJ,SOW HAKE,6806.0,6806,1.5,2.52,3.95,6,2008,Hake
PADM,POLLOCK MEDIUM,177164.0,176194,0.4,0.55,0.81,6,2008,Pollock
FYWL,YELLOWTAILS | LARGE,4007.0,3927,0.0,1.03,1.21,6,2008,Yellowtail
PADS,POLLOCK | SMALL,41307.0,41065,0.0,0.48,0.81,6,2008,Pollock
CADL,COD | LARGE,35775.0,35551,1.79,2.01,4.05,6,2008,Cod
CADM,COD | MARKET,152955.0,145003,1.09,1.3,2.52,6,2008,Cod
HDDL,HADDOCK | LARGE,40544.0,37884,1.35,2.03,3.7,6,2008,Haddock
HDDS,HADDOCK | SCROD,105378.0,101554,0.0,1.36,1.66,6,2008,Haddock
HWSM,HAKE | MEDIUM,9016.0,8492,0.0,1.13,2.36,6,2008,Hake
HWSS,HAKE | SMALL,2842.0,2790,0.4,0.81,1.55,6,2008,Hake
PADL,POLLOCK | LARGE,325686.0,315555,0.42,0.6,1.16,6,2008,Pollock
HWSL,HAKE | LARGE,46389.0,45102,0.78,1.23,3.66,6,2008,Hake
CADM,COD | MARKET,195259.0,180324,1.1,1.41,2.3,7,2008,Cod
HWSS,HAKE | SMALL,3399.0,3399,0.4,0.56,0.78,7,2008,Hake
CADS,COD | SCROD,2405.0,2399,0.75,1.14,1.79,7,2008,Cod
FYWL,YELLOWTAILS | LARGE,613.0,312,0.0,0.93,1.3,7,2008,Yellowtail
HDDL,HADDOCK | LARGE,32311.0,25501,1.1,2.04,3.66,7,2008,Haddock
HWSJ,SOW HAKE,10084.0,9838,1.35,2.16,2.8,7,2008,Hake
FADM,HALIBUT | 50 - 85 LBS,63.0,63,6.0,6.0,6.0,7,2008,Halibut
FYWS,YELLOWTAILS | SMALL,693.0,687,0.0,0.72,1.32,7,2008,Yellowtail
PADM,POLLOCK MEDIUM,144044.0,144044,0.43,0.53,1.34,7,2008,Pollock
PADL,POLLOCK | LARGE,323812.0,323812,0.05,0.54,1.45,7,2008,Pollock
PADS,POLLOCK | SMALL,31443.0,31375,0.4,0.57,1.02,7,2008,Pollock
POWX,REDFISH,40308.0,24298,0.36,0.6,1.11,7,2008,Redfish
FADS,HALIBUT | 10 - 50 LBS,268.0,215,5.25,6.12,7.0,7,2008,Halibut
FOWX,FOUR SPOT FLOUNDER,3.0,0,0.0,0.0,0.0,7,2008,OTHER
HWSL,HAKE | LARGE,99885.0,98159,0.75,0.87,1.51,7,2008,Hake
CADL,COD | LARGE,65461.0,65461,1.6,1.97,2.65,7,2008,Cod
HDDS,HADDOCK | SCROD,58160.0,54365,0.0,1.21,1.76,7,2008,Haddock
HWSM,HAKE | MEDIUM,17726.0,17565,0.65,0.82,1.06,7,2008,Hake
HDDL,HADDOCK | LARGE,22271.0,13032,0.0,1.67,2.0,8,2008,Haddock
FYWL,YELLOWTAILS | LARGE,251.0,43,0.0,0.79,1.0,8,2008,Yellowtail
PADM,POLLOCK MEDIUM,156083.0,156047,0.41,0.51,0.72,8,2008,Pollock
PADS,POLLOCK | SMALL,34617.0,34603,0.4,0.48,0.61,8,2008,Pollock
CADL,COD | LARGE,45810.0,43183,1.5,2.13,4.0,8,2008,Cod
CADM,COD | MARKET,107986.0,100753,1.0,1.67,2.51,8,2008,Cod
FYWS,YELLOWTAILS | SMALL,643.0,53,0.0,0.68,0.9,8,2008,Yellowtail
HDDS,HADDOCK | SCROD,43086.0,33988,0.0,1.22,1.31,8,2008,Haddock
HWSS,HAKE | SMALL,7565.0,7307,0.4,0.64,1.0,8,2008,Hake
CADS,COD | SCROD,683.0,672,0.7,1.28,2.0,8,2008,Cod
HWSJ,SOW HAKE,9254.0,8983,0.0,2.15,3.01,8,2008,Hake
HWSL,HAKE | LARGE,82641.0,82306,0.73,0.89,1.29,8,2008,Hake
PADL,POLLOCK | LARGE,348645.0,348645,0.46,0.55,0.76,8,2008,Pollock
FADM,HALIBUT | 50 - 85 LBS,134.0,134,7.1,8.23,9.0,8,2008,Halibut
POWX,REDFISH,27347.0,26883,0.35,0.53,1.12,8,2008,Redfish
FADL,HALIBUT | 85 - 125 LBS,86.0,86,7.01,7.01,7.01,8,2008,Halibut
FADS,HALIBUT | 10 - 50 LBS,351.0,327,0.0,6.65,7.51,8,2008,Halibut
FOWX,FOUR SPOT FLOUNDER,12.0,0,0.0,0.0,0.0,8,2008,OTHER
HWSM,HAKE | MEDIUM,35474.0,35474,0.5,0.81,1.22,8,2008,Hake
CADL,COD | LARGE,22448.0,21786,1.5,2.62,4.5,9,2008,Cod
HDDL,HADDOCK | LARGE,13998.0,11139,1.2,1.99,2.43,9,2008,Haddock
HDDS,HADDOCK | SCROD,15746.0,15659,0.0,1.44,1.86,9,2008,Haddock
HWSM,HAKE | MEDIUM,17551.0,17551,0.76,1.05,1.47,9,2008,Hake
CADM,COD | MARKET,81401.0,79821,1.1,2.03,3.02,9,2008,Cod
FYWL,YELLOWTAILS | LARGE,406.0,402,0.0,2.02,2.05,9,2008,Yellowtail
HWSS,HAKE | SMALL,5248.0,5245,0.0,0.8,1.15,9,2008,Hake
PADS,POLLOCK | SMALL,8641.0,8636,0.46,0.87,1.35,9,2008,Pollock
PADM,POLLOCK MEDIUM,88766.0,88766,0.48,0.85,1.71,9,2008,Pollock
CADS,COD | SCROD,169.0,166,0.69,1.21,1.55,9,2008,Cod
FADM,HALIBUT | 50 - 85 LBS,58.0,58,7.8,7.8,7.8,9,2008,Halibut
FYWS,YELLOWTAILS | SMALL,184.0,183,0.0,1.68,1.77,9,2008,Yellowtail
HWSJ,SOW HAKE,2899.0,2836,2.0,3.19,4.05,9,2008,Hake
HWSL,HAKE | LARGE,32660.0,32614,0.86,1.44,2.06,9,2008,Hake
HWSX,HAKE | MIXED NO CULL,5.0,0,0.0,0.0,0.0,9,2008,Hake
FADS,HALIBUT | 10 - 50 LBS,259.0,204,0.0,7.71,8.11,9,2008,Halibut
PADL,POLLOCK | LARGE,239756.0,234439,0.5,0.91,1.8,9,2008,Pollock
POWX,REDFISH,17714.0,17714,0.32,0.62,1.12,9,2008,Redfish
CADL,COD | LARGE,27670.0,26631,1.41,2.17,3.51,10,2008,Cod
HDDS,HADDOCK | SCROD,78515.0,77192,0.75,0.88,2.5,10,2008,Haddock
HWSL,"Hake, white | large",3577.0,3577,1.2,1.29,1.42,10,2008,Hake
HWSM,HAKE | MEDIUM,9504.0,9504,0.75,1.03,1.5,10,2008,Hake
POWX,Redfish | mixed,2453.0,2453,0.43,0.74,1.02,10,2008,Redfish
HWSM,"Hake, white | medium",1750.0,1750,1.0,1.05,1.25,10,2008,Hake
FADL,HALIBUT | 85 - 125 LBS,94.0,94,5.5,5.5,5.5,10,2008,Halibut
FADS,HALIBUT | 10 - 50 LBS,160.0,160,6.05,6.51,7.5,10,2008,Halibut
FYWS,Yellowtail | small,2.0,2,0.62,0.62,0.62,10,2008,Yellowtail
HWSL,HAKE | LARGE,20891.0,20891,1.0,1.51,2.11,10,2008,Hake
PADL,"Pollock, Atl | large",18209.0,18209,0.45,0.49,0.56,10,2008,Pollock
PADS,POLLOCK | SMALL,17157.0,17157,0.42,0.64,1.26,10,2008,Pollock
PADL,POLLOCK | LARGE,248974.0,207367,0.43,0.78,1.32,10,2008,Pollock
CADS,COD | SCROD,435.0,413,0.0,1.18,1.6,10,2008,Cod
FADS,"Halibut, Atlantic | 10-50",20.0,20,7.01,7.01,7.01,10,2008,Halibut
FYWS,YELLOWTAILS | SMALL,444.0,444,0.6,0.91,1.11,10,2008,Yellowtail
HWSJ,SOW HAKE,2453.0,1790,0.0,3.07,4.0,10,2008,Hake
HWSS,"Hake, white | small",719.0,719,0.77,0.91,0.93,10,2008,Hake
PADM,POLLOCK MEDIUM,153294.0,153294,0.42,0.67,1.27,10,2008,Pollock
HWSJ,"Hake, white | sow",624.0,624,2.42,3.08,3.12,10,2008,Hake
POWX,REDFISH,17627.0,17209,0.4,0.64,1.11,10,2008,Redfish
FYWL,Yellowtail | large,27.0,27,0.63,0.63,0.63,10,2008,Yellowtail
FYWL,YELLOWTAILS | LARGE,1578.0,1578,0.6,1.03,1.3,10,2008,Yellowtail
PADM,"Pollock, Atl | medium",32055.0,32055,0.42,0.45,0.47,10,2008,Pollock
CADM,COD | MARKET,76050.0,71881,1.05,1.64,2.82,10,2008,Cod
HDDL,HADDOCK | LARGE,23145.0,21645,1.1,1.36,2.55,10,2008,Haddock
HWSS,HAKE | SMALL,3462.0,3450,0.0,0.7,1.06,10,2008,Hake
PADS,"Pollock, Atl | small",10161.0,10161,0.42,0.43,0.79,10,2008,Pollock
FYWS,Yellowtail | small,6.0,6,0.37,0.56,0.69,11,2008,Yellowtail
PADL,"Pollock, Atl | large",160811.0,160811,0.38,0.47,0.81,11,2008,Pollock
FADL,"Halibut, Atlantic | 85-125",89.0,89,6.0,6.0,6.0,11,2008,Halibut
HWSS,"Hake, white | small",9999.0,6251,0.0,0.64,1.03,11,2008,Hake
POWX,Redfish | mixed,11427.0,11427,0.34,0.89,1.34,11,2008,Redfish
FADM,"Halibut, Atlantic | 50-85",50.0,50,6.7,6.7,6.7,11,2008,Halibut
HWSL,"Hake, white | large",17829.0,17829,0.65,1.37,2.4,11,2008,Hake
PADS,"Pollock, Atl | small",33745.0,33745,0.31,0.41,0.67,11,2008,Pollock
HWSM,"Hake, white | medium",12818.0,9700,0.0,0.85,1.94,11,2008,Hake
PADM,"Pollock, Atl | medium",194461.0,194461,0.35,0.43,0.66,11,2008,Pollock
FADS,"Halibut, Atlantic | 10-50",153.0,116,0.0,7.19,7.77,11,2008,Halibut
FYWL,Yellowtail | large,8.0,8,0.56,0.74,1.09,11,2008,Yellowtail
CADL,Cod | large,25904.0,24024,1.04,1.87,3.98,11,2008,Cod
CADM,Cod | market,63704.0,60881,0.92,1.57,2.7,11,2008,Cod
CADS,Cod | scrod,300.0,268,0.0,1.11,1.83,11,2008,Cod
HDDS,Haddock | scrod,8795.0,8795,0.82,1.62,2.07,11,2008,Haddock
HDDL,Haddock | large,2713.0,2713,0.84,1.55,2.51,11,2008,Haddock
HWSJ,"Hake, white | sow",3789.0,3763,0.0,2.43,3.31,11,2008,Hake
CADS,Cod | scrod,104.0,96,0.0,1.16,1.5,12,2008,Cod
FADS,"Halibut, Atlantic | 10-50",139.0,139,7.0,7.79,8.03,12,2008,Halibut
FYWL,Yellowtail | large,1880.0,1878,0.0,1.75,2.31,12,2008,Yellowtail
FYWS,Yellowtail | small,1.0,1,0.78,0.78,0.78,12,2008,Yellowtail
HWSS,"Hake, white | small",1721.0,1719,0.0,0.76,1.02,12,2008,Hake
PADM,"Pollock, Atl | medium",145642.0,136227,0.3,0.48,1.19,12,2008,Pollock
HWSJ,"Hake, white | sow",4641.0,4641,1.59,2.64,3.91,12,2008,Hake
HWSM,"Hake, white | medium",1623.0,1623,0.95,1.48,1.76,12,2008,Hake
PADS,"Pollock, Atl | small",53453.0,47565,0.0,0.46,1.03,12,2008,Pollock
HWSL,"Hake, white | large",3987.0,3983,0.0,2.24,3.0,12,2008,Hake
POWX,Redfish | mixed,6752.0,6460,0.31,0.84,1.32,12,2008,Redfish
CADM,Cod | market,27621.0,25035,0.81,1.6,2.54,12,2008,Cod
PADL,"Pollock, Atl | large",80839.0,77111,0.31,0.77,1.64,12,2008,Pollock
HDDL,Haddock | large,28569.0,6649,0.0,1.38,2.48,12,2008,Haddock
CADL,Cod | large,7196.0,6985,1.12,1.98,3.28,12,2008,Cod
HDDS,Haddock | scrod,40862.0,40847,0.0,1.14,1.51,12,2008,Haddock
FYWL,YELLOWTAILS | LARGE,64.0,64,1.5,1.5,1.5,1,2007,Yellowtail
POWX,REDFISH,21568.0,21421,0.45,0.86,1.29,1,2007,Redfish
PADM,POLLOCK | MEDIUM,57925.0,57925,0.37,0.82,1.31,1,2007,Pollock
HWSL,HAKE | LARGE,28361.0,28361,1.72,2.32,3.0,1,2007,Hake
HWSM,HAKE | MEDIUM,5716.0,5716,1.46,2.24,2.8,1,2007,Hake
CADL,COD | LARGE,8849.0,8849,2.4,3.4,5.15,1,2007,Cod
HDDS,HADDOCK | SCROD,3166.0,3166,1.2,1.79,2.53,1,2007,Haddock
CADM,COD | MARKET,10426.0,10426,1.8,2.48,3.01,1,2007,Cod
FADS,HALIBUT | 10 - 50 LBS,113.0,113,7.6,7.97,8.5,1,2007,Halibut
HWSS,HAKE | SMALL,1585.0,1585,1.0,1.7,2.7,1,2007,Hake
PADL,POLLOCK | LARGE,41598.0,41598,0.67,1.13,1.5,1,2007,Pollock
PADS,POLLOCK | SMALL,87354.0,87354,0.32,0.54,1.2,1,2007,Pollock
CADS,COD | SCROD,372.0,372,1.5,2.08,2.47,1,2007,Cod
HDDL,HADDOCK | LARGE,9391.0,9391,1.34,2.19,3.31,1,2007,Haddock
HWSJ,SOW HAKE,28964.0,28964,1.91,2.34,3.07,1,2007,Hake
CODX,CODXFISH,384.0,384,0.7,1.77,2.65,1,2007,Cod
FYWS,YELLOWTAILS | SMALL,6.0,6,0.4,0.87,1.5,1,2007,Yellowtail
HWSL,HAKE | LARGE,18775.0,18775,1.8,2.36,3.0,2,2007,Hake
CADL,COD | LARGE,4506.0,4506,2.6,3.6,4.51,2,2007,Cod
POWX,REDFISH,18038.0,17988,0.0,0.82,1.8,2,2007,Redfish
CADS,COD | SCROD,814.0,814,1.0,2.28,2.85,2,2007,Cod
FYWS,YELLOWTAILS | SMALL,1.0,1,0.6,0.6,0.6,2,2007,Yellowtail
HDDS,HADDOCK | SCROD,2642.0,2642,1.2,1.75,3.21,2,2007,Haddock
HWSJ,SOW HAKE,23354.0,23354,2.0,2.4,3.92,2,2007,Hake
HDDL,HADDOCK | LARGE,5326.0,5326,1.42,2.39,3.3,2,2007,Haddock
HWSS,HAKE | SMALL,1091.0,1091,1.2,1.43,1.95,2,2007,Hake
CADM,COD | MARKET,9031.0,9031,1.8,2.62,3.5,2,2007,Cod
PADM,POLLOCK | MEDIUM,49444.0,49444,0.37,0.6,1.19,2,2007,Pollock
CODX,CODXFISH,395.0,395,0.6,1.49,2.01,2,2007,Cod
PADL,POLLOCK | LARGE,38861.0,38861,0.6,0.95,1.59,2,2007,Pollock
PADS,POLLOCK | SMALL,58630.0,58630,0.34,0.4,0.74,2,2007,Pollock
FADM,HALIBUT | 50 - 85 LBS,70.0,70,7.75,7.75,7.75,2,2007,Halibut
HWSM,HAKE | MEDIUM,3822.0,3822,1.53,2.09,2.54,2,2007,Hake
CADL,COD | LARGE,7961.0,7961,2.05,2.87,3.95,3,2007,Cod
CADM,COD | MARKET,26084.0,26084,1.6,2.17,2.6,3,2007,Cod
CADS,COD | SCROD,1251.0,1251,1.05,1.97,2.47,3,2007,Cod
FYWS,YELLOWTAILS | SMALL,8.0,8,0.65,0.78,0.8,3,2007,Yellowtail
HDDL,HADDOCK | LARGE,10088.0,10088,2.3,2.59,2.96,3,2007,Haddock
HDDS,HADDOCK | SCROD,11550.0,11550,1.8,2.38,2.71,3,2007,Haddock
HWSJ,SOW HAKE,34563.0,34563,1.29,2.17,3.13,3,2007,Hake
HWSS,HAKE | SMALL,1599.0,1599,0.5,1.12,1.66,3,2007,Hake
PADL,POLLOCK | LARGE,120189.0,118989,0.37,0.92,1.4,3,2007,Pollock
FADS,HALIBUT | 10 - 50 LBS,120.0,120,6.65,7.08,7.8,3,2007,Halibut
POWX,REDFISH,17869.0,17869,0.5,0.72,1.28,3,2007,Redfish
CODX,CODXFISH,819.0,819,0.8,1.58,3.0,3,2007,Cod
HWSL,HAKE | LARGE,29447.0,29115,1.0,1.8,3.18,3,2007,Hake
PADM,POLLOCK | MEDIUM,124854.0,124854,0.37,0.7,1.19,3,2007,Pollock
FADM,HALIBUT | 50 - 85 LBS,120.0,120,6.7,6.95,7.25,3,2007,Halibut
HWSM,HAKE | MEDIUM,5815.0,5815,0.8,1.52,2.36,3,2007,Hake
FYWL,YELLOWTAILS | LARGE,5.0,5,0.65,0.68,0.8,3,2007,Yellowtail
PADS,POLLOCK | SMALL,68700.0,68700,0.36,0.56,0.89,3,2007,Pollock
FYWS,YELLOWTAILS | SMALL,841.0,841,0.85,1.62,1.9,4,2007,Yellowtail
CADS,COD | SCROD,2832.0,2832,1.0,2.19,2.9,4,2007,Cod
CODX,CODXFISH,1009.0,1009,0.6,1.69,2.45,4,2007,Cod
FADS,HALIBUT | 10 - 50 LBS,243.0,223,0.0,6.4,7.25,4,2007,Halibut
HDDL,HADDOCK | LARGE,34187.0,34187,1.65,2.86,4.23,4,2007,Haddock
HWSJ,SOW HAKE,4449.0,4439,2.82,3.28,4.0,4,2007,Hake
CADM,COD | MARKET,53852.0,53252,1.2,2.37,3.41,4,2007,Cod
HWSS,HAKE | SMALL,567.0,567,0.55,1.72,2.11,4,2007,Hake
PADL,POLLOCK | LARGE,46567.0,46567,1.02,1.49,2.11,4,2007,Pollock
PADS,POLLOCK | SMALL,31760.0,31760,0.5,0.98,1.74,4,2007,Pollock
CADL,COD | LARGE,8890.0,8890,2.0,3.52,4.81,4,2007,Cod
HDDS,HADDOCK | SCROD,76016.0,75674,0.0,1.95,3.66,4,2007,Haddock
HDR,HADDOCK ROE,73.0,73,1.5,1.89,3.55,4,2007,Haddock
FYWL,YELLOWTAILS | LARGE,5350.0,5350,0.8,1.96,2.6,4,2007,Yellowtail
HWSL,HAKE | LARGE,5826.0,5826,2.15,2.92,3.5,4,2007,Hake
HWSM,HAKE | MEDIUM,999.0,999,1.35,2.27,2.79,4,2007,Hake
PADM,POLLOCK | MEDIUM,47622.0,47022,0.8,1.38,1.89,4,2007,Pollock
POWX,REDFISH,7131.0,6779,0.0,0.91,1.55,4,2007,Redfish
FADS,HALIBUT | 10 - 50 LBS,84.0,44,0.0,6.78,7.05,5,2007,Halibut
HWSM,HAKE | MEDIUM,3584.0,3290,0.0,1.77,2.38,5,2007,Hake
CODX,CODXFISH,589.0,552,0.0,1.44,2.51,5,2007,Cod
PADL,POLLOCK | LARGE,65487.0,55086,0.0,0.89,1.52,5,2007,Pollock
PADS,POLLOCK | SMALL,27644.0,27644,0.34,0.53,1.05,5,2007,Pollock
CADM,COD | MARKET,26097.0,25282,1.14,2.12,4.4,5,2007,Cod
FYWS,YELLOWTAILS | SMALL,1132.0,223,0.0,1.27,2.1,5,2007,Yellowtail
HWSS,HAKE | SMALL,894.0,831,0.0,1.15,2.11,5,2007,Hake
HDDL,HADDOCK | LARGE,61855.0,58414,1.5,2.5,3.05,5,2007,Haddock
PADM,POLLOCK | MEDIUM,57295.0,55569,0.39,0.64,1.47,5,2007,Pollock
CADS,COD | SCROD,5808.0,4357,0.0,1.55,2.97,5,2007,Cod
HWSJ,SOW HAKE,11327.0,11327,1.35,2.75,3.9,5,2007,Hake
FYWL,YELLOWTAILS | LARGE,6225.0,4108,0.0,1.92,2.41,5,2007,Yellowtail
CADL,COD | LARGE,5736.0,5736,1.75,2.94,5.05,5,2007,Cod
HDDS,HADDOCK | SCROD,134503.0,112724,1.1,1.68,2.26,5,2007,Haddock
POWX,REDFISH,11331.0,11188,0.35,0.72,1.69,5,2007,Redfish
HWSL,HAKE | LARGE,33415.0,31305,0.62,2.09,3.13,5,2007,Hake
CADM,COD | MARKET,87491.0,84178,1.0,1.28,1.77,6,2007,Cod
FYWL,YELLOWTAILS | LARGE,1236.0,1236,0.6,0.78,1.0,6,2007,Yellowtail
PADS,POLLOCK | SMALL,31408.0,31408,0.34,0.42,0.75,6,2007,Pollock
HWSL,HAKE | LARGE,48185.0,46985,0.6,0.88,1.64,6,2007,Hake
HWSM,HAKE | MEDIUM,4226.0,4226,0.48,0.82,1.3,6,2007,Hake
CODX,CODXFISH,3063.0,3026,0.4,0.86,1.3,6,2007,Cod
PADM,POLLOCK | MEDIUM,81507.0,80732,0.35,0.47,0.78,6,2007,Pollock
FADS,HALIBUT | 10 - 50 LBS,140.0,116,0.0,4.61,6.55,6,2007,Halibut
PADL,POLLOCK | LARGE,126964.0,126964,0.36,0.49,0.84,6,2007,Pollock
POWX,REDFISH,28197.0,26550,0.0,0.46,0.94,6,2007,Redfish
CADS,COD | SCROD,1071.0,1049,0.0,1.09,1.31,6,2007,Cod
FYWS,YELLOWTAILS | SMALL,310.0,308,0.0,0.53,1.0,6,2007,Yellowtail
HDDL,HADDOCK | LARGE,13033.0,12261,1.55,2.32,3.41,6,2007,Haddock
HDDS,HADDOCK | SCROD,60145.0,58024,0.66,1.19,2.15,6,2007,Haddock
HWSJ,SOW HAKE,12914.0,12407,0.67,1.32,1.96,6,2007,Hake
HWSS,HAKE | SMALL,1216.0,1207,0.0,0.46,0.66,6,2007,Hake
CADL,COD | LARGE,10932.0,10932,1.5,2.16,3.11,6,2007,Cod
PADM,POLLOCK | MEDIUM,72223.0,72223,0.36,0.47,1.32,7,2007,Pollock
POWX,REDFISH,14136.0,14102,0.3,0.63,1.2,7,2007,Redfish
FYWL,YELLOWTAILS | LARGE,138.0,128,0.0,0.77,1.05,7,2007,Yellowtail
HWSL,HAKE | LARGE,79710.0,79710,0.7,0.83,1.41,7,2007,Hake
PADS,POLLOCK | SMALL,27003.0,25917,0.33,0.4,1.05,7,2007,Pollock
CADL,COD | LARGE,31000.0,31000,1.7,1.9,2.41,7,2007,Cod
HDDS,HADDOCK | SCROD,7336.0,6230,1.05,1.36,1.8,7,2007,Haddock
HWSM,HAKE | MEDIUM,13203.0,13203,0.54,0.74,1.12,7,2007,Hake
CADM,COD | MARKET,97287.0,95993,1.05,1.49,2.11,7,2007,Cod
HDDL,HADDOCK | LARGE,4954.0,4434,0.0,2.86,4.7,7,2007,Haddock
HWSS,HAKE | SMALL,4356.0,4019,0.0,0.48,0.73,7,2007,Hake
PADL,POLLOCK | LARGE,175952.0,175846,0.38,0.49,1.32,7,2007,Pollock
CODX,CODXFISH,6522.0,5140,0.0,0.66,1.26,7,2007,Cod
FADS,HALIBUT | 10 - 50 LBS,112.0,112,5.5,5.94,6.05,7,2007,Halibut
CADS,COD | SCROD,1444.0,1368,0.75,1.21,1.9,7,2007,Cod
FADM,HALIBUT | 50 - 85 LBS,62.0,62,6.5,6.5,6.5,7,2007,Halibut
FYWS,YELLOWTAILS | SMALL,269.0,223,0.0,0.66,1.01,7,2007,Yellowtail
HWSJ,SOW HAKE,13423.0,13423,0.75,1.67,2.29,7,2007,Hake
HWSL,HAKE | LARGE,89150.0,89150,0.73,0.87,1.6,8,2007,Hake
CADL,COD | LARGE,21309.0,21009,1.0,2.35,3.9,8,2007,Cod
HDDS,HADDOCK | SCROD,40197.0,35528,0.8,1.22,1.4,8,2007,Haddock
HWSM,HAKE | MEDIUM,17375.0,16561,0.6,0.79,1.26,8,2007,Hake
POWX,REDFISH,26223.0,26223,0.4,0.63,1.19,8,2007,Redfish
FADJ,HALIBUT > 125 LBS,142.0,142,3.85,3.85,3.85,8,2007,Halibut
CADS,COD | SCROD,624.0,624,0.9,1.52,2.49,8,2007,Cod
FYWL,YELLOWTAILS | LARGE,506.0,506,0.55,1.59,1.9,8,2007,Yellowtail
HWSJ,SOW HAKE,22072.0,21582,0.74,1.39,2.95,8,2007,Hake
CODX,CODXFISH,2670.0,2665,0.35,1.09,2.0,8,2007,Cod
HDDL,HADDOCK | LARGE,14257.0,13759,1.25,2.3,3.33,8,2007,Haddock
PADM,POLLOCK | MEDIUM,71335.0,70321,0.35,0.54,1.27,8,2007,Pollock
CADM,COD | MARKET,77054.0,76472,1.1,1.92,2.67,8,2007,Cod
FADM,HALIBUT | 50 - 85 LBS,58.0,58,5.8,5.8,5.8,8,2007,Halibut
FYWS,YELLOWTAILS | SMALL,435.0,435,0.46,1.26,1.4,8,2007,Yellowtail
